org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
투명하고,1,0,1,2,0,0,1,0,5,1
투수,0,0,0,30,5,0,0,0,5,5
투자,40,7,46,31,33,38,43,41,56,64
투자고수,4,2,5,4,4,3,7,7,7,4
투자를,10,0,13,7,5,11,8,8,8,4
투자에,21,0,26,7,6,7,13,13,11,8
투자하고,4,3,1,2,2,2,4,3,5,7
투자해,3,0,5,4,4,8,4,5,4,2
튜링은,1,3,0,1,4,3,1,1,5,4
트라이폴드,1,2,3,3,0,1,1,4,6,5
트라이폴드폰,15,3,17,12,14,11,14,18,27,35
트라이폴드폰은,9,1,9,6,9,6,8,9,14,20
트리폴드,0,1,2,2,3,2,1,5,5,7
트위크넘,5,1,4,3,4,1,6,3,5,7
트윈스는,0,0,0,1,4,1,1,1,0,0
트윈스와,0,0,0,1,4,0,2,0,1,1
특검,0,0,1,2,1,1,1,2,1,1
특허,6,2,1,1,0,1,6,0,4,10
특화,1,3,0,1,4,3,1,1,5,4
특히,45,27,43,29,35,40,39,38,39,36
파워,23,4,11,9,5,8,6,7,9,11
파인그룹,1,0,2,1,0,0,0,2,4,3
파인엠텍,1,0,2,1,0,0,0,2,4,3
파인테크닉스,1,0,2,1,0,0,0,2,4,3
파트너십,7,4,7,6,7,4,7,6,8,8
판매,3,0,4,3,2,3,5,4,5,3
판매량보다,1,2,3,3,0,1,1,4,6,5
판매하는,9,2,9,4,4,6,7,7,8,6
팔을,2,3,0,3,3,2,2,3,4,4
팝콘뉴스,7,4,5,8,6,8,10,6,8,6
패널,38,8,61,32,22,33,45,33,54,33
패널은,4,1,14,7,3,6,9,5,13,7
패널을,2,1,7,4,2,4,4,4,5,3
패널의,2,1,7,4,2,4,4,4,5,3
패키지,7,1,3,3,2,3,2,3,3,3
패키지로,24,5,12,9,5,7,6,6,9,12
패키징,9,2,9,4,4,6,7,7,8,6
팬트리,1,0,4,3,0,0,3,1,3,2
팹리스,6,2,4,4,5,4,7,5,7,4
페스타,4,1,1,2,3,1,3,2,2,3
편성된다.,0,0,0,4,3,0,1,1,1,1
펼쳤을,0,1,2,2,3,2,1,5,5,7
펼치면,14,1,14,9,14,10,13,14,21,30
평가다.,1,0,4,3,0,0,3,1,3,2
평가했다.,4,3,1,2,2,2,4,3,5,7
평택,1,2,2,2,3,1,2,4,5,2
평택시에,4,0,3,4,2,3,4,2,5,5
평택의,1,2,2,2,3,1,2,4,5,2
폐업을,1,2,2,2,3,1,2,4,5,2
폐점,7,4,7,6,7,4,7,6,8,8
폐지한,1,0,1,3,1,0,3,0,5,2
포수와,0,0,0,12,2,0,0,0,2,2
포스트시즌,0,0,0,4,3,0,1,1,1,1
포옹하고,0,0,0,18,3,0,0,0,3,3
포유디지탈,2,5,4,2,3,1,2,1,1,1
포유디지탈은,4,10,8,4,5,2,3,2,2,2
포인트,1,1,0,1,2,2,1,0,5,8
포토,1,1,0,1,2,2,1,0,5,8
포함한,7,0,9,2,2,2,4,5,3,2
포항,1,0,0,1,2,0,4,3,2,2
포항시,1,0,0,1,2,0,4,3,2,2
포항시장,1,0,0,1,2,0,4,3,2,2
포항의,1,0,0,1,2,0,4,3,2,2
폭스바겐,6,0,4,4,5,7,3,7,4,3
폰세,0,0,1,2,1,1,1,2,1,1
폰이,1,1,0,1,2,2,1,0,5,8
폴더블,7,4,7,6,7,4,7,6,8,8
폴더블폰,15,4,19,14,17,13,15,23,32,42
폴드,1,2,1,3,4,6,1,2,8,11
폼팩터,5,1,6,5,7,8,5,7,10,13
표준화,1,2,1,1,5,3,5,2,3,2
풀사이즈,6,2,6,3,0,3,2,4,2,5
풀이된다.,4,1,5,3,4,3,4,5,8,10
품질,1,0,1,2,2,2,3,4,4,8
풍부한,1,0,0,1,2,0,4,3,2,2
퓨처테크포럼,5,1,2,2,6,2,4,3,4,3
프라임경제,2,0,7,4,2,3,5,1,8,4
프로,6,0,8,3,0,4,3,3,5,3
프로야구,0,0,0,40,11,0,2,0,6,6
프로젝션,38,7,19,15,10,13,10,12,15,18
프로젝터,7,1,4,3,3,3,2,3,3,3
프로젝터는,24,5,12,9,5,7,6,6,9,12
프로젝터의,16,4,8,6,3,4,4,4,6,8
프로젝트,1,2,3,3,0,1,1,4,6,5
프로젝트에,14,0,18,4,5,4,9,10,7,6
프로축구,5,1,4,3,4,1,6,3,5,7
프로토콜,3,5,2,1,2,2,3,4,5,7
프로필,0,2,0,0,2,0,1,1,2,2
프리미엄,31,10,36,21,6,18,30,26,29,39
프리미엄이,1,0,2,1,0,0,0,2,4,3
플래그십,12,4,12,6,0,6,4,8,4,10
플랫폼,12,20,11,13,8,16,16,12,19,18
플리커,4,8,4,3,1,2,3,0,2,3
플립7은,4,2,3,4,0,3,2,0,4,6
피드,0,2,0,0,2,0,1,1,2,2
피부,12,5,4,2,0,2,15,3,8,21
피아이이는,9,2,9,4,4,6,7,7,8,6
피지컬,2,3,0,3,3,2,2,3,4,4
피해복구가,1,2,2,2,3,1,2,4,5,2
피해복구에,1,2,2,2,3,1,2,4,5,2
핀테크,4,2,5,4,4,3,7,7,7,4
필수,6,5,7,3,6,3,5,7,8,9
필요가,10,2,10,10,6,12,16,6,8,4
필요하다.,1,0,0,1,2,0,4,3,2,2
필요한,24,5,12,9,5,7,6,6,9,12
하나로,4,0,5,4,1,6,5,1,7,3
하는,3,0,5,4,4,8,4,5,4,2
하드웨어,4,3,1,2,2,2,4,3,5,7
하루,3,5,2,1,2,2,3,4,5,7
하반기,7,10,14,8,9,7,10,6,10,9
하이퍼리퀴드,3,5,2,1,2,2,3,4,5,7
하지만,1,0,2,1,0,0,0,2,4,3
학습,1,3,0,1,4,3,1,1,5,4
한국,39,10,37,37,37,48,50,31,41,28
한국니토옵티칼,1,2,2,2,3,1,2,4,5,2
한국니토옵티칼은,1,2,2,2,3,1,2,4,5,2
한국디스플레이산업협회,5,1,5,5,3,6,8,3,4,2
한국에서도,1,2,0,0,1,1,0,3,1,2
한국옵티칼,1,2,2,2,3,1,2,4,5,2
한국옵티칼은,1,2,2,2,3,1,2,4,5,2
한국옵티칼이,1,2,2,2,3,1,2,4,5,2
한국을,3,0,5,4,4,8,4,5,4,2
한국의,5,0,4,3,5,3,4,4,6,10
한다.,5,11,3,5,7,5,8,6,9,9
한상원,0,2,0,0,2,0,1,1,2,2
한울반도체,4,0,3,2,2,1,4,4,2,2
한울반도체는,4,0,3,2,2,1,4,4,2,2
한울반도체의,4,0,3,2,2,1,4,4,2,2
한울소재과학은,4,0,3,2,2,1,4,4,2,2
한울소재과학이,4,0,3,2,2,1,4,4,2,2
한편,1,2,2,2,3,1,2,4,5,2
한화,7,0,9,6,6,4,7,5,6,4
한화는,0,0,0,1,4,0,2,0,1,1
할인,4,10,8,4,5,2,3,2,2,2
할인된,4,10,8,4,5,2,3,2,2,2
함께,37,17,28,27,24,26,39,21,38,41
함께하고,0,0,0,4,0,0,0,0,1,1
합리적인,4,10,8,4,5,2,3,2,2,2
합작법인,10,1,9,8,7,12,7,12,8,6
합작법인은,4,1,5,4,2,5,4,5,4,3
합작법인의,4,1,5,4,2,5,4,5,4,3
해당,10,9,9,11,14,12,10,18,17,14
해병특검,0,0,1,2,1,1,1,2,1,1
해상도,8,18,12,7,6,4,6,2,4,5
해상도를,3,8,3,3,1,2,3,2,2,3
해외,12,2,17,12,9,13,18,14,17,8
해운항만,1,0,0,1,2,0,4,3,2,2
해저케이블,2,8,1,3,2,4,3,2,6,5
해킹,7,4,7,6,7,4,7,6,8,8
핵심,76,24,75,57,48,66,88,58,77,66
했다.,10,5,14,11,11,8,15,13,15,13
행보로,4,1,5,3,4,3,4,5,8,10
행사를,0,1,0,1,1,2,0,0,0,2
행사에는,5,4,5,5,6,5,6,3,5,4
향상,4,2,3,4,0,3,2,0,4,6
향후,16,1,19,14,7,13,16,11,16,9
허가가,1,2,0,0,1,1,0,3,1,2
허브,3,8,3,3,1,2,3,2,2,3
허페이,29,0,34,10,8,11,18,16,14,10
헤드셋,1,2,3,3,0,1,1,4,6,5
혁신공정,5,0,5,5,3,6,6,3,4,2
혁신공정사업,5,0,4,5,3,5,8,3,4,2
현대차,5,4,5,5,6,5,6,3,5,4
현대차그룹이,12,4,12,6,0,6,4,8,4,10
현대차는,6,2,6,3,0,3,2,4,2,5
현상을,4,8,4,3,1,2,3,0,2,3
현실성,3,0,5,4,4,8,4,5,4,2
현장,2,7,3,4,1,4,4,3,4,4
현장에서,5,0,5,3,5,4,5,5,7,10
현재,14,6,12,9,11,10,16,14,18,19
현재까지,5,0,5,5,3,6,6,3,4,2
현재는,3,3,0,4,5,2,6,6,6,6
현지,13,2,13,10,9,14,9,12,9,6
현지시간,8,5,7,5,7,10,7,10,10,9
현지화,7,3,4,5,9,10,4,8,9,7
협력,6,0,4,4,5,7,3,7,4,3
협업을,3,4,7,5,6,7,5,5,10,7
형태로,5,0,4,3,5,3,4,4,6,10
혜택을,1,2,2,2,3,1,2,4,5,2
호환성,1,2,1,1,5,3,5,2,3,2
호흡,1,2,0,0,1,1,0,3,1,2
혼자만,2,8,1,3,2,4,3,2,6,5
홀로,4,1,1,2,3,1,3,2,2,3
홀로그램,4,1,1,2,3,1,3,2,2,3
홀로라이브,2,7,3,4,1,4,4,3,4,4
홈구장,5,1,4,3,4,1,6,3,5,7
홈케어,4,2,2,1,0,1,6,1,3,8
홍민택,0,2,0,0,2,0,1,1,2,2
홍준기,1,0,2,1,0,0,0,2,4,3
화면,7,16,7,6,2,4,6,2,4,6
화면간,1,2,3,3,0,1,1,4,6,5
화면을,1,0,0,1,1,0,0,1,2,4
화면이,1,2,3,3,0,1,1,4,6,5
화웨이,8,8,12,10,10,7,7,17,21,25
화질,6,2,4,4,5,4,7,5,7,4
화질과,4,8,4,3,1,2,3,0,2,3
확고히,1,3,0,1,4,3,1,1,5,4
확대될,9,2,10,8,0,5,12,7,10,9
확보에도,3,0,6,4,3,5,7,2,6,2
확보와,14,3,14,15,9,17,24,10,12,6
확인했다.,1,2,2,2,3,1,2,4,5,2
확정,0,0,0,1,4,0,2,0,1,1
환경,6,5,7,3,6,3,5,7,8,9
환경에서,2,5,4,2,3,1,2,1,1,1
활동을,5,4,5,5,6,5,6,3,5,4
활용,6,7,7,3,8,3,6,8,10,11
활용할,1,2,0,0,1,1,0,3,1,2
회사가,1,2,2,2,3,1,2,4,5,2
회사는,8,6,9,8,10,5,9,10,13,10
회의,5,0,4,3,5,6,8,4,5,7
회장,5,0,4,3,5,6,8,4,5,7
회장은,10,1,6,5,11,8,12,7,9,10
회장의,5,1,2,2,6,2,4,3,4,3
회장이,2,0,3,4,1,0,3,2,9,5
효과를,7,3,3,1,0,1,9,2,4,12
효과적인,3,1,0,0,0,0,3,0,2,5
효성중공업,4,1,4,2,4,4,4,7,6,2
휴대성을,10,0,9,6,10,7,9,9,13,20
휴대폰,5,0,4,3,5,6,8,4,5,7
휴머노이드,4,1,5,4,2,5,4,5,4,3
힌지,11,2,12,9,10,8,10,13,19,25
