org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
콘서트,3,2,1,3,1,1,1,1
콘텐츠,3,5,6,7,4,4,4,1
크게,2,3,1,3,1,2,1,0
크기,2,3,3,2,1,2,2,0
클레녹스,0,1,8,1,0,0,0,0
킵스파마,1,3,4,3,0,4,2,0
탄력,0,1,8,1,0,0,0,0
탐험,1,0,0,0,2,0,0,0
탑재한,3,3,5,3,1,3,2,0
탕정푸르지오,0,1,1,2,1,2,1,0
탠덤,4,7,7,7,2,7,8,1
통해,5,16,17,16,15,14,13,0
투명,1,3,4,3,0,4,3,0
투자,5,30,28,23,8,29,35,2
트라이어게인,1,2,1,5,3,1,2,1
트리폴드,1,1,1,2,2,1,1,1
특허,0,0,2,0,0,0,0,0
파운드리,1,3,3,4,2,4,2,1
파크레인,0,1,1,2,1,2,1,0
파트너십,2,4,3,5,5,4,4,1
판매,0,1,0,0,0,0,2,0
판서,0,0,0,0,1,0,1,0
패널,6,29,32,25,9,33,31,3
패드,0,2,2,3,1,2,3,0
팬들,1,0,0,0,2,0,0,0
펼쳤,1,2,1,2,1,1,2,0
평균자책점,0,0,0,0,0,0,1,0
포상,0,3,3,2,1,4,3,0
포스트시즌,1,0,0,1,2,0,1,1
폰세,0,0,0,0,0,0,1,0
폴더블,1,2,1,2,1,1,2,0
폴더블폰,1,2,1,2,1,1,2,0
표준,2,3,5,3,2,3,2,0
품목,1,1,2,0,1,1,2,0
풍부한,1,3,3,3,3,2,2,0
프로,0,5,4,4,0,6,4,0
프로모션,0,1,0,0,0,0,2,0
프로젝트,6,8,7,8,4,7,6,4
프로젝트에,1,6,6,5,1,8,8,1
프리미엄,3,8,12,5,3,5,6,0
플랫폼,2,6,7,6,3,6,5,0
피드백,1,0,0,0,0,0,0,0
피부,0,2,10,2,0,0,0,0
피크,0,2,3,1,1,3,2,0
필터,2,6,2,6,0,4,2,0
하드웨어,3,1,1,3,1,1,1,1
하반기,1,13,9,10,3,12,15,0
한국,2,22,17,13,7,18,25,1
한국기술교육대,1,1,0,2,2,0,0,3
한국인,0,0,0,1,0,0,1,0
한다,0,4,3,3,1,4,4,0
한라캐스트,1,4,2,3,2,2,3,0
한미,0,0,0,1,0,0,1,0
한화생명e스포츠,0,0,0,0,1,0,0,0
할인,1,2,2,0,1,1,4,0
함께,1,4,7,1,3,2,7,0
핵심,3,9,8,9,3,9,9,1
했다.,1,3,4,3,0,4,3,0
행사,3,5,3,4,6,2,5,1
행사상품,1,1,2,0,1,1,2,0
허용준,0,0,0,0,1,0,0,0
허페,1,18,15,14,2,20,20,1
헌터,0,0,0,0,0,0,1,0
헤드셋,5,3,4,3,2,3,3,1
현대모비스,1,0,0,1,3,0,1,1
현장,3,0,0,1,4,0,0,1
현장에서,1,0,0,0,2,0,0,0
현지,0,2,3,1,2,2,2,0
현지시각,2,4,3,4,4,2,3,1
현지시간,0,0,0,1,0,0,1,0
협력사,0,3,5,4,3,3,3,0
혜택,2,4,3,5,4,2,6,1
호텔,0,1,0,0,0,0,2,0
호평,2,2,0,6,4,0,0,10
홈케어,0,1,6,1,0,0,0,0
홍민택,1,0,0,0,0,0,0,0
화면,2,5,5,5,4,5,5,1
화학,0,0,0,0,0,0,1,0
확대될,4,6,10,7,3,6,4,0
확산,1,5,3,3,1,4,5,0
확장,2,2,1,5,3,2,1,1
활동,0,4,7,4,4,4,5,0
활약,1,1,0,1,3,0,1,0
회복,3,6,4,8,4,5,5,2
회사,2,5,6,7,3,4,4,1
회의,0,0,0,1,0,0,1,0
효과,0,1,8,1,0,0,0,0
효과적인,0,0,2,0,0,0,0,0
효율,7,4,8,9,3,2,2,1
휴머노이드,1,1,0,2,2,0,0,3
흑자,0,4,3,4,1,4,5,0
흡입력,6,6,0,18,12,0,0,30
