org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
전망이다.,1,0,3,1,2,2,2,2,2,4
전망했다.,1,5,1,7,4,2,4,0,4,7
전면,1,2,0,0,1,2,1,2,1,1
전문기업인,0,1,2,2,3,3,2,0,2,4
전시장,1,4,5,1,4,3,2,3,0,5
전자상거래,0,1,0,0,0,2,0,1,1,0
전자파,0,2,4,0,3,0,1,0,0,1
전장,1,4,4,0,3,3,1,2,3,2
전장보다,0,3,1,0,1,3,0,1,0,0
전체,1,1,1,6,6,5,4,2,2,8
전했다.,4,0,1,1,1,2,1,2,0,1
전환,2,4,5,5,8,5,5,5,4,9
절감,1,3,5,3,2,4,1,2,3,2
점유율,0,2,1,3,2,1,2,0,2,4
접는,1,2,0,0,1,2,1,2,1,1
정기총회에서,0,0,2,0,0,1,0,0,0,0
정부,2,20,14,11,12,6,12,3,12,21
정철동,1,3,4,3,4,6,4,5,4,8
제공,1,0,0,2,0,2,0,1,0,0
제공한다.,0,1,0,0,0,1,0,0,0,0
제시했다.,0,0,3,4,2,2,2,0,2,3
제품,7,4,11,3,9,3,4,2,2,10
제휴,0,0,0,0,1,2,0,0,0,0
조선,1,4,2,4,2,2,5,1,2,3
종목,1,0,0,0,1,1,1,0,0,1
주가,0,0,0,0,1,1,1,0,0,1
주식,0,3,1,0,0,3,0,0,0,0
주요,1,2,4,3,4,2,4,0,7,8
주택재개발정비사업,0,0,2,0,0,1,0,0,0,0
주행감,0,1,2,0,3,0,1,3,1,2
중국,24,46,40,37,35,32,31,21,47,56
중국에,3,5,3,2,1,3,1,1,2,1
중심,1,0,3,1,2,2,2,2,2,4
중이다.,0,5,1,0,1,6,0,2,0,0
중형,0,1,2,0,3,0,1,3,1,2
즐길,0,1,4,2,4,2,10,0,2,6
증인,2,0,2,2,1,1,0,2,0,0
증인으로,2,0,2,2,1,1,0,2,0,0
지난,10,3,8,6,6,9,5,5,4,9
지분,1,0,1,1,2,3,1,4,0,1
지속,0,3,2,3,4,2,3,1,2,6
지수,0,2,0,0,0,3,0,1,0,0
지원,1,2,3,4,6,3,4,4,4,7
직주근접,0,1,1,0,1,2,1,1,0,1
징둥,0,1,0,0,0,2,0,1,1,0
차단,0,2,4,0,3,0,1,0,0,1
차량,1,6,9,4,11,6,7,3,6,8
차량용,0,2,5,4,8,3,6,1,3,6
차세대,2,1,2,0,3,0,1,1,0,1
첨단,1,2,7,1,4,1,3,0,4,2
청약,1,2,3,1,2,3,2,3,0,3
청주,0,0,1,1,2,1,2,0,1,2
청파1구역,0,0,4,0,0,2,0,0,0,0
체험,0,0,2,2,3,1,5,0,1,4
체험할,0,0,0,1,3,0,4,0,1,3
초기,0,1,2,0,0,0,1,2,0,0
초반,0,2,0,0,1,4,1,1,0,1
초품아,0,1,1,0,1,2,1,1,0,1
최고,1,0,0,0,1,1,1,0,0,1
최저,1,0,0,0,1,1,1,0,0,1
최초로,2,1,3,3,2,1,2,1,3,4
추석,0,0,1,1,2,1,2,0,1,2
출시,0,2,1,0,0,2,0,0,0,0
출시에,0,1,2,2,3,3,2,0,2,4
출품했다.,1,3,2,2,2,1,5,1,2,3
출하량,14,10,7,13,9,7,9,3,9,16
충남,1,2,3,1,2,3,2,3,0,3
충칭,0,1,2,2,2,2,2,2,4,3
충칭시,0,1,2,2,2,2,2,2,4,3
치료,0,0,1,0,0,1,0,3,0,0
카메라,5,3,2,1,6,3,3,3,1,3
카지,0,0,1,0,1,1,2,0,0,0
캐릭터,0,0,0,1,3,0,4,0,1,3
캠페인,0,0,1,0,0,1,0,3,0,0
커뮤니티,0,0,2,0,0,1,0,0,0,0
커버,1,0,1,1,2,1,2,2,2,3
컨센서스,0,2,4,7,4,3,4,0,4,7
컴투스,1,3,2,2,2,1,5,1,2,3
코스피,0,6,1,0,1,8,0,2,0,0
콕핏,0,0,3,2,4,2,3,0,1,3
콘텐츠,0,3,6,3,7,4,7,0,3,8
크게,3,3,4,2,5,3,3,5,2,5
크기,1,0,1,1,2,1,2,2,2,3
클레녹스,0,2,5,0,0,0,0,0,0,8
탄력,0,2,5,0,0,0,0,0,0,8
탈락,0,0,0,0,1,1,1,3,0,0
탕정지구,1,1,2,1,1,1,1,2,0,2
태블릿,0,2,1,3,2,1,2,0,2,4
탠덤,2,1,3,3,2,1,2,1,3,4
테브론,0,1,3,0,0,0,0,0,0,0
토요타,1,3,4,1,2,2,1,2,0,3
통신,1,0,0,2,0,2,0,1,0,0
통해,4,9,16,7,16,15,19,6,4,15
투명,2,1,3,3,2,1,2,1,3,4
투자,2,13,12,13,14,17,12,7,14,26
트래블로그,0,3,1,0,0,3,0,0,0,0
트리폴드,2,0,0,1,2,1,1,0,0,1
특허,0,0,1,0,0,0,0,0,0,2
파이낸셜뉴스,1,3,0,4,2,1,2,0,2,3
파인텍,0,1,2,2,3,3,2,0,2,4
파크레인,0,1,1,0,1,2,1,1,0,1
파트너십,1,4,2,4,2,2,5,1,2,3
판매,0,2,1,3,2,1,2,0,2,4
패널,4,10,17,28,20,18,19,7,22,35
패키징,1,0,3,1,1,1,2,0,2,1
펼쳤,1,2,0,0,1,2,1,2,1,1
폴더블,1,2,0,0,1,2,1,2,1,1
폴더블폰,1,2,0,0,1,2,1,2,1,1
풀무원기술원,0,1,2,0,0,1,0,1,1,0
풍부한,0,0,2,1,2,1,5,0,1,3
프라임경제,0,0,3,4,2,2,2,0,2,3
프랑스,0,0,4,0,0,2,0,0,0,0
프로,0,1,2,3,3,2,3,2,5,4
프로야구,0,0,0,0,1,1,1,3,0,0
프로젝트,4,2,4,5,4,3,4,3,6,7
프로젝트에,1,2,2,5,4,2,4,2,10,8
프리미엄,1,4,7,3,6,3,5,3,4,11
플랫폼,3,3,7,6,7,4,8,3,3,6
피부,0,2,7,0,0,0,0,0,0,10
필름,1,0,3,1,1,1,2,0,2,1
필터,0,4,8,0,6,0,2,0,2,2
하나은행,0,3,1,0,0,3,0,0,0,0
하나증권,0,3,1,0,0,3,0,0,0,0
하드웨어,9,0,3,2,2,4,2,2,0,2
하반기,0,9,11,12,12,10,11,8,10,21
하지만,1,0,1,1,2,3,1,4,0,1
한국,7,9,9,5,4,8,5,7,6,8
한국노바티스,0,0,1,0,0,1,0,3,0,0
한국시리즈,0,0,0,0,1,1,1,3,0,0
한라캐스트,1,4,4,0,3,3,1,2,3,2
한화,0,0,0,0,1,2,0,0,0,0
한화그룹,1,4,2,4,2,2,5,1,2,3
한화에어로스페이스,1,4,2,4,2,2,5,1,2,3
한화오션,1,4,2,4,2,2,5,1,2,3
할인,0,1,0,0,0,2,0,1,1,0
함께,5,1,4,1,1,2,1,0,0,5
합작법인,3,20,12,9,8,0,8,0,8,12
핵심,7,23,21,16,13,5,13,2,15,19
했다.,2,3,5,4,4,3,3,4,3,5
허페,1,4,6,9,8,5,8,3,20,16
헤드셋,4,1,2,3,2,1,2,1,2,4
현대오토에버,1,0,1,1,2,3,1,4,0,1
현지,0,0,0,1,3,0,4,0,1,3
협력사,0,3,3,1,3,2,4,0,2,5
협업,0,3,3,2,3,5,2,0,2,4
혜택,1,0,0,2,1,4,0,1,0,0
홈케어,0,1,4,0,0,0,0,0,0,6
화면,3,2,0,1,3,3,2,2,1,2
확대,1,5,1,7,4,2,4,0,4,7
확대될,2,1,6,2,4,3,4,2,4,8
확산,0,2,2,3,4,2,2,2,2,4
환경,1,0,0,2,0,2,0,1,0,0
환자,0,0,1,0,0,1,0,3,0,0
환자들,0,0,1,0,0,1,0,3,0,0
활동,0,3,3,1,3,2,4,0,2,5
활동가,0,2,2,1,2,2,1,3,0,1
회로,1,0,3,1,1,1,2,0,2,1
회사,2,2,4,4,4,6,2,5,2,3
회장,2,0,2,2,1,1,0,2,0,0
효과,0,2,5,0,0,0,0,0,0,8
효과적인,0,0,1,0,0,0,0,0,0,2
효율,3,2,6,1,2,4,2,2,0,6
흑자,0,6,7,7,6,6,7,5,6,13
