org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
캠페인,1,0,0,0,0,1,1,1
커버,2,3,1,2,2,2,0,2
컨센서스,3,5,2,3,6,3,3,4
컴투스,1,3,1,2,2,2,2,3
케이팝,0,0,0,0,0,1,0,2
코스닥,3,2,5,1,2,6,6,0
코스피,0,2,1,0,2,1,1,0
콕핏,0,3,0,1,2,2,0,3
콘텐츠,3,7,2,4,6,8,4,5
크게,4,3,3,3,5,4,3,3
크기,2,3,1,2,2,2,0,2
크다.,0,0,0,0,0,1,1,0
클레녹스,0,0,4,8,0,2,0,17
키엘,0,0,0,0,0,2,4,2
키움증권,1,2,1,2,4,2,0,3
타율,0,1,0,0,0,1,0,1
타포,3,0,1,1,0,2,1,4
탄력,0,0,4,8,0,2,0,17
탈출,2,2,1,1,3,1,3,0
태블릿,4,4,0,2,4,0,0,2
테스트,0,0,0,1,0,0,0,0
통합,0,1,1,0,0,1,1,1
통해,8,16,8,10,13,15,8,8
투자,4,14,10,14,28,18,15,10
투자의견,2,2,1,1,3,1,3,0
투자자들,0,1,0,0,1,1,0,0
투자자별로,0,1,1,0,0,1,1,0
트라이폴드,1,1,0,0,1,1,0,0
트래블로그,0,0,0,2,0,2,2,2
트리폴드,2,1,0,0,1,2,1,1
특허,0,0,1,2,0,1,0,3
특히,2,2,0,1,2,0,0,1
티셔츠,0,0,0,0,0,1,0,2
파크레인,1,5,0,1,6,10,2,3
판다,1,1,0,1,0,1,0,0
판매,0,2,0,2,4,1,0,2
팝콘뉴스,0,1,0,0,1,2,1,0
패널,5,22,9,15,26,16,9,15
페스티벌,1,0,0,0,0,1,1,1
편의성,1,0,0,0,0,2,2,2
펼쳤,1,1,1,1,1,1,2,1
평가,1,0,0,0,0,2,2,2
평균자책점,0,1,0,0,0,1,0,1
포스트시즌,0,0,0,0,0,1,1,0
포유디지탈,4,4,0,2,4,0,0,2
폴더블,1,1,1,1,1,1,2,1
폴더블폰,1,1,1,1,1,1,2,1
표정,3,0,1,1,0,2,1,4
표준,3,2,4,1,0,4,5,1
풍부한,1,3,0,1,2,2,0,0
퓨처스리그,0,1,0,0,0,1,0,1
프라임경제,1,3,1,2,3,2,0,4
프로,0,6,2,2,3,2,1,2
프로젝트,0,4,2,2,2,2,1,2
프로젝트에,1,8,4,2,8,7,5,0
프리미엄,0,2,3,5,3,0,2,10
플랫폼,1,6,1,3,4,4,2,6
피드,0,0,1,1,0,1,0,1
피부,0,0,5,11,0,3,0,21
필터,2,3,5,0,2,5,2,3
하나은행,0,0,0,2,0,2,2,2
하나증권,0,0,0,2,0,2,2,2
하드웨어,9,2,2,2,2,6,2,2
하반기,4,10,5,9,21,10,6,9
한가위,1,1,0,1,0,1,0,0
한경유레카,2,2,1,1,3,1,3,0
한국,13,7,15,10,8,21,25,4
한다.,3,2,4,1,0,4,5,1
한라캐스트,2,2,5,1,1,4,3,2
한화,0,1,0,0,0,1,0,1
할인된,2,2,0,1,2,0,0,1
함께,10,5,3,8,3,8,3,11
합작법인,3,10,24,9,10,8,8,0
해킹,4,3,0,2,2,3,2,3
핵심,2,5,13,6,5,7,5,2
행사,1,0,0,0,0,1,1,1
허페,1,12,6,3,12,10,8,0
헌터스,0,0,0,0,0,1,0,2
현대차증권,1,2,1,2,4,2,0,3
현재,0,0,0,1,0,0,0,1
현지,0,3,0,1,2,0,0,0
협동로봇,1,2,5,2,2,2,1,0
협력사,0,4,1,2,4,2,2,2
협상력,1,1,0,0,1,3,1,1
협업,0,0,0,1,0,2,1,3
호텔,0,0,0,1,0,0,0,0
홈런,0,1,0,0,0,1,0,1
홈케어,0,0,3,6,0,2,0,12
화면,3,2,1,1,2,3,3,2
화장품,0,0,0,0,0,2,4,2
확대,2,4,1,3,7,2,3,2
확대될,1,3,0,5,2,2,1,4
확산,1,2,2,2,5,3,2,2
환경,0,1,1,0,0,1,1,1
활동,0,4,1,2,4,2,2,2
회복,2,0,1,0,0,2,1,0
회사,1,1,3,2,1,3,1,2
회장,1,0,0,1,0,3,3,0
효과,0,0,4,8,0,2,0,17
효과적인,0,0,1,2,0,1,0,3
효율,5,2,2,10,2,7,3,8
휴양,0,0,0,1,0,0,0,0
흑자,1,2,2,3,5,4,3,3
흡입력,1,0,1,0,0,3,2,3
흥행,1,1,0,0,2,3,1,2
힐링비트,2,0,1,0,0,2,1,0
